store_id,name,food_type,avg_rating,menu_items,business_hours,price_tier,price_range_rm,tags,is_synthetic_metadata
wh1d,uncle mani's banana leaf restaurant,indian,4.4,"[""Teh Masala"", ""Roti Canai Telur"", ""Butter Chicken"", ""Mutton Briyani"", ""Nasi Kandar Set"", ""Masala Dosa""]",Mon-Sat 11:00-22:00,budget,RM8-RM20,"cuisine:indian, price:budget, dine-in, takeaway, halal-friendly",True
n4kf,restoran ratha raub,indian,4.6,"[""Butter Chicken"", ""Masala Dosa"", ""Teh Masala"", ""Mutton Briyani"", ""Chicken Tandoori"", ""Roti Canai Telur""]",Tue-Sun 16:00-01:00,mid,RM15-RM35,"cuisine:indian, price:mid, family-friendly, halal-friendly, delivery, late-night",True
l9eg,nasi lemak mak ngah (empire damansara),nasi lemak,4.7,"[""Nasi Lemak Special"", ""Mee Goreng Mamak"", ""Teh Tarik"", ""Nasi Goreng Kampung"", ""Laksa Utara"", ""Satay Set""]",Mon-Sat 12:00-23:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, quick-bites, family-friendly, dine-in, late-night",True
m5gp,canton kitchen (paradigm mall),chinese,4.4,"[""Yong Tau Foo"", ""Hot and Sour Soup"", ""Wantan Mee"", ""Sweet and Sour Fish"", ""Loh Mee"", ""Claypot Chicken Rice""]",Mon-Fri 10:00-20:00,budget,RM8-RM20,"cuisine:chinese, price:budget, dine-in, halal-friendly, spicy",True
n1ug,hadramawt express,sandwiches,4.7,"[""Chicken Chop"", ""Seasonal Vegetables"", ""Chef Signature Rice"", ""Fresh Juice"", ""House Noodle"", ""Dessert Special""]",Mon-Sun 09:00-18:00,mid,RM15-RM35,"cuisine:default, price:mid, family-friendly, dine-in, spicy",True
r5sj,kd hong kong (paradigm mall),chinese,4.4,"[""Char Kuey Teow"", ""Claypot Chicken Rice"", ""Sweet and Sour Fish"", ""Loh Mee"", ""Wantan Mee"", ""Yong Tau Foo""]",Mon-Sat 09:00-18:00,mid,RM15-RM35,"cuisine:chinese, price:mid, takeaway, delivery, quick-bites",True
n0hi,ayam penyet d'kota (paradigm mall),ayam penyet,4.7,"[""Chicken Chop"", ""Spicy Stir Fry"", ""Chef Signature Rice"", ""Soup of the Day"", ""Dessert Special"", ""Fresh Juice""]",Tue-Sun 16:00-01:00,mid,RM15-RM35,"cuisine:default, price:mid, halal-friendly, spicy, quick-bites, late-night",True
mji9,emart24 (paradigm ) (restaurant),korean,4.4,"[""Tteokbokki"", ""Soondubu Jjigae"", ""Jajangmyeon"", ""Korean Fried Chicken"", ""Kimchi Fried Rice"", ""Kimchi Jjigae""]",Mon-Sun 09:00-18:00,mid,RM15-RM35,"cuisine:korean, price:mid, family-friendly, dine-in, delivery",True
p0xw,mcdonald's (shell ss6 - 1010380),fast food,4.5,"[""Seasonal Vegetables"", ""Spicy Stir Fry"", ""Chef Signature Rice"", ""Soup of the Day"", ""Chicken Chop"", ""Dessert Special""]",Mon-Sat 10:00-20:00,mid,RM15-RM35,"cuisine:default, price:mid, delivery, family-friendly, halal-friendly",True
nhiu,empire sushi (paradigm mall pj),sushi,4.8,"[""Fresh Juice"", ""Chef Signature Rice"", ""Chicken Chop"", ""Soup of the Day"", ""House Noodle"", ""Seasonal Vegetables""]",Mon-Fri 10:00-20:00,premium,RM30-RM70,"cuisine:default, price:premium, halal-friendly, family-friendly, takeaway",True
s7rn,restoran maulana,malaysian,4.4,"[""Laksa Utara"", ""Satay Set"", ""Mee Goreng Mamak"", ""Nasi Goreng Kampung"", ""Ayam Berempah"", ""Ikan Bakar""]",Mon-Sat 09:00-18:00,budget,RM8-RM20,"cuisine:malaysian, price:budget, spicy, takeaway, halal-friendly",True
r7gn,restoran al-bidayah (ttdi),roti canai,4.5,"[""Roti Canai"", ""Ikan Bakar"", ""Sambal Sotong"", ""Nasi Goreng Kampung"", ""Mee Goreng Mamak"", ""Satay Set""]",Mon-Sun 10:00-20:00,budget,RM8-RM20,"cuisine:malaysian, price:budget, dine-in, takeaway, quick-bites",True
njao,tnr by sean & angie,chinese,4.6,"[""Char Kuey Teow"", ""Yong Tau Foo"", ""Sweet and Sour Fish"", ""Wantan Mee"", ""Kung Pao Chicken"", ""Hot and Sour Soup""]",Tue-Sun 07:00-15:00,premium,RM30-RM70,"cuisine:chinese, price:premium, spicy, delivery, family-friendly",True
zdw6,warong geprek (kelana jaya),chicken,4.7,"[""Dessert Special"", ""Fresh Juice"", ""Chicken Chop"", ""Soup of the Day"", ""Spicy Stir Fry"", ""Seasonal Vegetables""]",Mon-Sun 12:00-23:00,mid,RM15-RM35,"cuisine:default, price:mid, takeaway, spicy, halal-friendly, late-night",True
ggm7,kopi saigon kelana jaya @ warong geprek,coffee,4.8,"[""Fresh Juice"", ""Seasonal Vegetables"", ""Soup of the Day"", ""House Noodle"", ""Dessert Special"", ""Chef Signature Rice""]",Tue-Sun 07:00-15:00,premium,RM30-RM70,"cuisine:default, price:premium, quick-bites, halal-friendly, takeaway",True
r41t,che’nor outlet cafe ( kelana jaya ),porridge,4.4,"[""Spicy Stir Fry"", ""House Noodle"", ""Seasonal Vegetables"", ""Chef Signature Rice"", ""Fresh Juice"", ""Chicken Chop""]",Mon-Sun 10:00-20:00,mid,RM15-RM35,"cuisine:default, price:mid, delivery, quick-bites, takeaway",True
oibi,abadi cafeteria bistro,asian,4.6,"[""Chef Signature Rice"", ""Chicken Chop"", ""Fresh Juice"", ""House Noodle"", ""Soup of the Day"", ""Seasonal Vegetables""]",Mon-Sun 12:00-23:00,mid,RM15-RM35,"cuisine:default, price:mid, quick-bites, takeaway, delivery, late-night",True
t3xh,mama ting,noodles,4.7,"[""Barley Drink"", ""Dry Wantan Mee"", ""Pan Mee"", ""Fried Mee Hoon"", ""Beef Noodle Soup"", ""Curry Mee""]",Mon-Sun 09:00-18:00,premium,RM30-RM70,"cuisine:noodles, price:premium, quick-bites, delivery, halal-friendly",True
q6pe,restoran asneya maju,roti canai,4.6,"[""Ikan Bakar"", ""Sambal Sotong"", ""Nasi Goreng Kampung"", ""Roti Canai"", ""Laksa Utara"", ""Satay Set""]",Mon-Sun 11:00-22:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, family-friendly, quick-bites, delivery",True
r0jr,all day polo bun,bread,4.7,"[""Dessert Special"", ""House Noodle"", ""Spicy Stir Fry"", ""Fresh Juice"", ""Seasonal Vegetables"", ""Chef Signature Rice""]",Mon-Sun 09:00-18:00,premium,RM30-RM70,"cuisine:default, price:premium, dine-in, family-friendly, halal-friendly",True
w4zi,mychick (chicken & duck),malaysian,4.6,"[""Teh Tarik"", ""Nasi Goreng Kampung"", ""Ikan Bakar"", ""Sambal Sotong"", ""Roti Canai"", ""Nasi Lemak Special""]",Mon-Fri 11:00-22:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, takeaway, dine-in, quick-bites",True
s6bs,seoul station (3 damansara),korean,4.7,"[""Soondubu Jjigae"", ""Korean Fried Chicken"", ""Kimchi Fried Rice"", ""Bulgogi Rice Bowl"", ""Jajangmyeon"", ""Kimchi Jjigae""]",Tue-Sun 07:00-15:00,premium,RM30-RM70,"cuisine:korean, price:premium, family-friendly, halal-friendly, dine-in",True
y5st,dapoq @ kelana jaya,malaysian,4.7,"[""Ayam Berempah"", ""Roti Canai"", ""Sambal Sotong"", ""Ikan Bakar"", ""Satay Set"", ""Mee Goreng Mamak""]",Mon-Sun 16:00-01:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, dine-in, takeaway, spicy, late-night",True
pcnt,nasi kandaq kapitan,malaysian,4.5,"[""Satay Set"", ""Mee Goreng Mamak"", ""Teh Tarik"", ""Laksa Utara"", ""Nasi Goreng Kampung"", ""Roti Canai""]",Mon-Sun 11:00-22:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, delivery, family-friendly, spicy",True
q4qi,chicken plus (3 damansara),fried chicken,4.6,"[""Seasonal Vegetables"", ""Dessert Special"", ""Chicken Chop"", ""House Noodle"", ""Fresh Juice"", ""Spicy Stir Fry""]",Mon-Fri 16:00-01:00,premium,RM30-RM70,"cuisine:default, price:premium, quick-bites, family-friendly, delivery, late-night",True
v0cm,restoran jemari (petaling jaya),malaysian,4.7,"[""Roti Canai"", ""Laksa Utara"", ""Ikan Bakar"", ""Ayam Berempah"", ""Teh Tarik"", ""Sambal Sotong""]",Tue-Sun 16:00-01:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, delivery, spicy, family-friendly, late-night",True
q1yd,dstall corner (kelana jaya),asian,4.7,"[""Dessert Special"", ""Fresh Juice"", ""Soup of the Day"", ""Chef Signature Rice"", ""Seasonal Vegetables"", ""House Noodle""]",Mon-Sun 07:00-15:00,mid,RM15-RM35,"cuisine:default, price:mid, dine-in, halal-friendly, takeaway",True
c3wv,mk porridge( ss2),porridge,4.7,"[""Chef Signature Rice"", ""Spicy Stir Fry"", ""Dessert Special"", ""Fresh Juice"", ""Soup of the Day"", ""House Noodle""]",Mon-Sat 09:00-18:00,premium,RM30-RM70,"cuisine:default, price:premium, quick-bites, delivery, halal-friendly",True
t2ob,the soybean factory (ss2),healthy,4.7,"[""Seasonal Vegetables"", ""Chicken Chop"", ""Soup of the Day"", ""Spicy Stir Fry"", ""Dessert Special"", ""Fresh Juice""]",Mon-Sun 07:00-15:00,mid,RM15-RM35,"cuisine:default, price:mid, dine-in, halal-friendly, family-friendly",True
n2yi,pizza hut (ttdi),pizza,4.6,"[""House Noodle"", ""Fresh Juice"", ""Chef Signature Rice"", ""Soup of the Day"", ""Seasonal Vegetables"", ""Spicy Stir Fry""]",Mon-Sun 07:00-15:00,premium,RM30-RM70,"cuisine:default, price:premium, spicy, halal-friendly, delivery",True
s3rj,kreate cafe kpj damansara,seafood,4.8,"[""Seasonal Vegetables"", ""Dessert Special"", ""House Noodle"", ""Soup of the Day"", ""Chicken Chop"", ""Spicy Stir Fry""]",Tue-Sun 10:00-20:00,mid,RM15-RM35,"cuisine:default, price:mid, halal-friendly, quick-bites, delivery",True
q4eg,daboba 熊黑堂 (ss 2),bubble tea,4.7,"[""Spicy Stir Fry"", ""House Noodle"", ""Dessert Special"", ""Seasonal Vegetables"", ""Soup of the Day"", ""Fresh Juice""]",Mon-Fri 07:00-15:00,premium,RM30-RM70,"cuisine:default, price:premium, delivery, family-friendly, halal-friendly",True
bnh6,sate hut (kelana jaya),satay,4.7,"[""Chef Signature Rice"", ""Fresh Juice"", ""House Noodle"", ""Chicken Chop"", ""Spicy Stir Fry"", ""Dessert Special""]",Mon-Sun 16:00-01:00,premium,RM30-RM70,"cuisine:default, price:premium, spicy, halal-friendly, quick-bites, late-night",True
s0qv,homst (ttdi),malaysian,4.6,"[""Satay Set"", ""Ikan Bakar"", ""Teh Tarik"", ""Nasi Lemak Special"", ""Ayam Berempah"", ""Nasi Goreng Kampung""]",Tue-Sun 11:00-22:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, family-friendly, spicy, delivery",True
cujf,k.t.z. food ss2,chinese,4.4,"[""Kung Pao Chicken"", ""Claypot Chicken Rice"", ""Loh Mee"", ""Hot and Sour Soup"", ""Wantan Mee"", ""Yong Tau Foo""]",Mon-Sat 07:00-15:00,mid,RM15-RM35,"cuisine:chinese, price:mid, delivery, halal-friendly, dine-in",True
yaqq,restoran kelate original,chicken,4.5,"[""Spicy Stir Fry"", ""Seasonal Vegetables"", ""Chicken Chop"", ""Soup of the Day"", ""Fresh Juice"", ""Dessert Special""]",Mon-Sun 16:00-01:00,premium,RM30-RM70,"cuisine:default, price:premium, quick-bites, takeaway, dine-in, late-night",True
vle3,anmour cafe (ss2),asian,4.6,"[""Soup of the Day"", ""House Noodle"", ""Chef Signature Rice"", ""Fresh Juice"", ""Chicken Chop"", ""Seasonal Vegetables""]",Mon-Sat 11:00-22:00,premium,RM30-RM70,"cuisine:default, price:premium, delivery, quick-bites, dine-in",True
n7cb,sabah chili pan mee ss2,noodles,4.4,"[""Fried Mee Hoon"", ""Curry Mee"", ""Pan Mee"", ""Dry Wantan Mee"", ""Barley Drink"", ""Fish Ball Noodle""]",Mon-Sun 10:00-20:00,premium,RM30-RM70,"cuisine:noodles, price:premium, quick-bites, dine-in, family-friendly",True
jy1n,k.t.z. food xprezz (ss2),asian,4.7,"[""Chef Signature Rice"", ""Soup of the Day"", ""Fresh Juice"", ""Spicy Stir Fry"", ""Dessert Special"", ""Seasonal Vegetables""]",Mon-Sat 07:00-15:00,premium,RM30-RM70,"cuisine:default, price:premium, halal-friendly, spicy, takeaway",True
o3xl,restoran al fariz maju (kelana jaya),roti canai,4.6,"[""Mee Goreng Mamak"", ""Roti Canai"", ""Laksa Utara"", ""Teh Tarik"", ""Ayam Berempah"", ""Sambal Sotong""]",Mon-Sat 10:00-20:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, spicy, halal-friendly, dine-in",True
xnqr,sushi plus,japanese,4.4,"[""Chicken Katsu Curry"", ""Unagi Don"", ""Salmon Don"", ""Tempura Udon"", ""Matcha Latte"", ""Teriyaki Bento""]",Mon-Fri 12:00-23:00,mid,RM15-RM35,"cuisine:japanese, price:mid, family-friendly, halal-friendly, takeaway, late-night",True
n6zy,restoran nasi kandar penang town,indian,4.5,"[""Paneer Tikka"", ""Mutton Briyani"", ""Teh Masala"", ""Nasi Kandar Set"", ""Roti Canai Telur"", ""Butter Chicken""]",Mon-Fri 07:00-15:00,budget,RM8-RM20,"cuisine:indian, price:budget, dine-in, family-friendly, takeaway",True
egew,taco bell (ttdi),chicken,4.4,"[""Seasonal Vegetables"", ""Chef Signature Rice"", ""Soup of the Day"", ""Fresh Juice"", ""Chicken Chop"", ""Dessert Special""]",Mon-Fri 16:00-01:00,premium,RM30-RM70,"cuisine:default, price:premium, takeaway, halal-friendly, spicy, late-night",True
ira5,xll malahotpot restaurant香辣辣麻辣香锅 (ss2),asian,4.4,"[""Fresh Juice"", ""Spicy Stir Fry"", ""Seasonal Vegetables"", ""Dessert Special"", ""House Noodle"", ""Soup of the Day""]",Tue-Sun 10:00-20:00,budget,RM8-RM20,"cuisine:default, price:budget, quick-bites, halal-friendly, family-friendly",True
y9ag,restoran sk maju (ss2),roti canai,4.6,"[""Mee Goreng Mamak"", ""Satay Set"", ""Teh Tarik"", ""Nasi Lemak Special"", ""Nasi Goreng Kampung"", ""Ayam Berempah""]",Mon-Sun 11:00-22:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, takeaway, delivery, spicy",True
l3ps,pisang goreng ttdi ii,cakes,4.6,"[""Spicy Stir Fry"", ""Seasonal Vegetables"", ""Chicken Chop"", ""Soup of the Day"", ""Chef Signature Rice"", ""Dessert Special""]",Mon-Sun 07:00-15:00,premium,RM30-RM70,"cuisine:default, price:premium, delivery, quick-bites, family-friendly",True
ubyw,tang pin kitchen (petaling jaya),chinese,4.6,"[""Sweet and Sour Fish"", ""Hot and Sour Soup"", ""Claypot Chicken Rice"", ""Yong Tau Foo"", ""Kung Pao Chicken"", ""Char Kuey Teow""]",Mon-Fri 07:00-15:00,premium,RM30-RM70,"cuisine:chinese, price:premium, delivery, halal-friendly, quick-bites",True
subk,yexiao canteen 夜宵食堂 (ss2) [non-halal],chinese,4.2,"[""Wantan Mee"", ""Yong Tau Foo"", ""Hot and Sour Soup"", ""Loh Mee"", ""Claypot Chicken Rice"", ""Char Kuey Teow""]",Tue-Sun 11:00-22:00,premium,RM30-RM70,"cuisine:chinese, price:premium, spicy, halal-friendly, family-friendly",True
q6cn,us pizza (ss2),pizza,4.5,"[""Chicken Chop"", ""Seasonal Vegetables"", ""Chef Signature Rice"", ""Fresh Juice"", ""House Noodle"", ""Dessert Special""]",Tue-Sun 09:00-18:00,mid,RM15-RM35,"cuisine:default, price:mid, dine-in, family-friendly, delivery",True
brpd,marshall's co (ss2),chicken,4.5,"[""Fresh Juice"", ""Chef Signature Rice"", ""Chicken Chop"", ""Seasonal Vegetables"", ""Soup of the Day"", ""Dessert Special""]",Tue-Sun 10:00-20:00,mid,RM15-RM35,"cuisine:default, price:mid, spicy, quick-bites, delivery",True
pfyp,"daporlah (coox, glo damansara)",chicken,4.3,"[""Chef Signature Rice"", ""Spicy Stir Fry"", ""Seasonal Vegetables"", ""Dessert Special"", ""House Noodle"", ""Chicken Chop""]",Mon-Fri 16:00-01:00,budget,RM8-RM20,"cuisine:default, price:budget, delivery, halal-friendly, quick-bites, late-night",True
h0bd,little bentong street hainanese cafe 文冬为食街海南餐厅,malaysian,4.4,"[""Teh Tarik"", ""Laksa Utara"", ""Sambal Sotong"", ""Satay Set"", ""Roti Canai"", ""Ikan Bakar""]",Mon-Fri 16:00-01:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, family-friendly, spicy, quick-bites, late-night",True
kqyd,boran classic thai street food (seapark),asian,4.6,"[""Seasonal Vegetables"", ""Chicken Chop"", ""House Noodle"", ""Fresh Juice"", ""Dessert Special"", ""Soup of the Day""]",Mon-Fri 12:00-23:00,mid,RM15-RM35,"cuisine:default, price:mid, family-friendly, delivery, spicy, late-night",True
ai4z,kanna curry house (pj17),indian,4.5,"[""Paneer Tikka"", ""Teh Masala"", ""Nasi Kandar Set"", ""Masala Dosa"", ""Mutton Briyani"", ""Roti Canai Telur""]",Mon-Sat 11:00-22:00,budget,RM8-RM20,"cuisine:indian, price:budget, family-friendly, delivery, takeaway",True
ynq9,pasta ohsem (seapark),pasta,4.6,"[""Lemon Soda"", ""Aglio Olio"", ""Carbonara"", ""Mushroom Soup"", ""Seafood Marinara"", ""Garlic Bread""]",Mon-Sun 10:00-20:00,premium,RM30-RM70,"cuisine:pasta, price:premium, dine-in, delivery, halal-friendly",True
y88h,myburgerlab (seapark),burgers,4.8,"[""Spicy Chicken Burger"", ""Curly Fries"", ""Double Cheese Burger"", ""Classic Beef Burger"", ""Iced Lemon Tea"", ""Onion Rings""]",Mon-Sat 12:00-23:00,premium,RM30-RM70,"cuisine:burgers, price:premium, spicy, delivery, quick-bites, late-night",True
j7ck,taiwan tea house (pj ss2),chinese,4.7,"[""Wantan Mee"", ""Char Kuey Teow"", ""Yong Tau Foo"", ""Claypot Chicken Rice"", ""Kung Pao Chicken"", ""Sweet and Sour Fish""]",Mon-Sun 07:00-15:00,premium,RM30-RM70,"cuisine:chinese, price:premium, family-friendly, dine-in, spicy",True
p22f,thai moment (sea park),thai,4.6,"[""Tom Yum Seafood"", ""Thai Milk Tea"", ""Pineapple Fried Rice"", ""Green Curry Chicken"", ""Pad Thai"", ""Basil Chicken Rice""]",Mon-Fri 12:00-23:00,premium,RM30-RM70,"cuisine:thai, price:premium, family-friendly, dine-in, quick-bites, late-night",True
swx5,restoran azmin shah,roti canai,4.6,"[""Mee Goreng Mamak"", ""Sambal Sotong"", ""Roti Canai"", ""Nasi Lemak Special"", ""Nasi Goreng Kampung"", ""Ikan Bakar""]",Tue-Sun 11:00-22:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, spicy, quick-bites, halal-friendly",True
ram6,uncle lim delivery (pj),malaysian,4.7,"[""Nasi Goreng Kampung"", ""Sambal Sotong"", ""Teh Tarik"", ""Ikan Bakar"", ""Ayam Berempah"", ""Laksa Utara""]",Mon-Sun 09:00-18:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, halal-friendly, delivery, takeaway",True
ius1,awe nasi berlauk kelantan,asian,4.4,"[""Seasonal Vegetables"", ""Spicy Stir Fry"", ""House Noodle"", ""Chicken Chop"", ""Soup of the Day"", ""Chef Signature Rice""]",Tue-Sun 16:00-01:00,premium,RM30-RM70,"cuisine:default, price:premium, dine-in, family-friendly, delivery, late-night",True
pspa,restoran al meerasa maju,roti canai,4.5,"[""Nasi Lemak Special"", ""Satay Set"", ""Nasi Goreng Kampung"", ""Laksa Utara"", ""Mee Goreng Mamak"", ""Ikan Bakar""]",Mon-Fri 07:00-15:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, halal-friendly, quick-bites, family-friendly",True
h2iy,restoran al-safa ( seksyen17),roti canai,4.6,"[""Ayam Berempah"", ""Teh Tarik"", ""Satay Set"", ""Roti Canai"", ""Ikan Bakar"", ""Laksa Utara""]",Mon-Sun 11:00-22:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, spicy, takeaway, dine-in",True
o1bn,restaurant mei yen (sang kee hokkien mee),noodles,4.5,"[""Fish Ball Noodle"", ""Dry Wantan Mee"", ""Beef Noodle Soup"", ""Fried Mee Hoon"", ""Barley Drink"", ""Curry Mee""]",Mon-Sat 10:00-20:00,budget,RM8-RM20,"cuisine:noodles, price:budget, halal-friendly, delivery, spicy",True
yz8a,ayam gepuk bapak gemboss (seksyen 17),malaysian,4.7,"[""Nasi Lemak Special"", ""Laksa Utara"", ""Sambal Sotong"", ""Satay Set"", ""Mee Goreng Mamak"", ""Nasi Goreng Kampung""]",Mon-Sat 10:00-20:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, spicy, dine-in, quick-bites",True
k3h0,kim lian kee (jaya one),fried rice,4.4,"[""Chef Signature Rice"", ""Fresh Juice"", ""Spicy Stir Fry"", ""Seasonal Vegetables"", ""Chicken Chop"", ""House Noodle""]",Tue-Sun 12:00-23:00,premium,RM30-RM70,"cuisine:default, price:premium, halal-friendly, family-friendly, takeaway, late-night",True
rkiv,chutneybox banana leaf - restaurant,indian,4.1,"[""Paneer Tikka"", ""Masala Dosa"", ""Mutton Briyani"", ""Roti Canai Telur"", ""Chicken Tandoori"", ""Teh Masala""]",Mon-Sun 10:00-20:00,premium,RM30-RM70,"cuisine:indian, price:premium, dine-in, takeaway, halal-friendly",True
n0im,taj kitchen,chicken,4.4,"[""Spicy Stir Fry"", ""Fresh Juice"", ""Seasonal Vegetables"", ""Soup of the Day"", ""House Noodle"", ""Chef Signature Rice""]",Mon-Fri 10:00-20:00,mid,RM15-RM35,"cuisine:default, price:mid, takeaway, quick-bites, spicy",True
m0wa,streat thai (jaya one),thai,4.7,"[""Pad Thai"", ""Som Tam"", ""Mango Sticky Rice"", ""Thai Milk Tea"", ""Tom Yum Seafood"", ""Basil Chicken Rice""]",Tue-Sun 11:00-22:00,premium,RM30-RM70,"cuisine:thai, price:premium, takeaway, dine-in, quick-bites",True
o0ap,restoran how yekee,fried rice,4.7,"[""Chef Signature Rice"", ""Fresh Juice"", ""Chicken Chop"", ""Soup of the Day"", ""Seasonal Vegetables"", ""Dessert Special""]",Mon-Fri 07:00-15:00,premium,RM30-RM70,"cuisine:default, price:premium, takeaway, dine-in, quick-bites",True
v6lx,restoran sk maju (seksyen 19),malaysian,4.6,"[""Sambal Sotong"", ""Mee Goreng Mamak"", ""Nasi Lemak Special"", ""Roti Canai"", ""Nasi Goreng Kampung"", ""Teh Tarik""]",Tue-Sun 09:00-18:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, delivery, spicy, family-friendly",True
m1qu,tedboy bakery (jaya one),western,4.7,"[""Fresh Juice"", ""Dessert Special"", ""Chef Signature Rice"", ""House Noodle"", ""Seasonal Vegetables"", ""Soup of the Day""]",Mon-Sat 10:00-20:00,premium,RM30-RM70,"cuisine:default, price:premium, dine-in, family-friendly, quick-bites",True
gcoc,pasta & rice co (seksyen 14) (efmc),chicken,3.6,"[""Seasonal Vegetables"", ""Dessert Special"", ""Chicken Chop"", ""Fresh Juice"", ""Soup of the Day"", ""House Noodle""]",Mon-Sat 09:00-18:00,budget,RM8-RM20,"cuisine:default, price:budget, quick-bites, family-friendly, spicy",True
s9wg,the brgr (pj section 14),burgers,4.7,"[""Spicy Chicken Burger"", ""Mushroom Swiss Burger"", ""Onion Rings"", ""Double Cheese Burger"", ""Iced Lemon Tea"", ""Classic Beef Burger""]",Tue-Sun 09:00-18:00,mid,RM15-RM35,"cuisine:burgers, price:mid, family-friendly, delivery, dine-in",True
s5gb,house of pakeeza,indian,4.5,"[""Paneer Tikka"", ""Mutton Briyani"", ""Butter Chicken"", ""Nasi Kandar Set"", ""Teh Masala"", ""Masala Dosa""]",Mon-Fri 09:00-18:00,budget,RM8-RM20,"cuisine:indian, price:budget, takeaway, spicy, halal-friendly",True
xwvk,nurich cafe & catering - kolej kediaman ke-13 um,malaysian,4.6,"[""Satay Set"", ""Mee Goreng Mamak"", ""Ikan Bakar"", ""Teh Tarik"", ""Ayam Berempah"", ""Laksa Utara""]",Mon-Sun 10:00-20:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, takeaway, family-friendly, spicy",True
zwlc,texas wraps co. (seksyen 14) (efmc),wraps,3.7,"[""Seasonal Vegetables"", ""Soup of the Day"", ""Fresh Juice"", ""Chicken Chop"", ""Spicy Stir Fry"", ""Dessert Special""]",Mon-Sat 07:00-15:00,mid,RM15-RM35,"cuisine:default, price:mid, takeaway, family-friendly, halal-friendly",True
l3ek,restoran daun pisang al-arisaan maju,indian,4.4,"[""Butter Chicken"", ""Paneer Tikka"", ""Chicken Tandoori"", ""Roti Canai Telur"", ""Nasi Kandar Set"", ""Teh Masala""]",Mon-Sun 10:00-20:00,budget,RM8-RM20,"cuisine:indian, price:budget, spicy, takeaway, family-friendly",True
ek9c,heritage nasi lemak (seksyen 14) (efmc),nasi lemak,3.3,"[""Ayam Berempah"", ""Ikan Bakar"", ""Nasi Lemak Special"", ""Satay Set"", ""Nasi Goreng Kampung"", ""Teh Tarik""]",Tue-Sun 11:00-22:00,budget,RM8-RM20,"cuisine:malaysian, price:budget, quick-bites, takeaway, halal-friendly",True
dby9,gangnam f-chicken (seksyen 14) (efmc),korean,4.2,"[""Bibimbap"", ""Soondubu Jjigae"", ""Kimchi Fried Rice"", ""Korean Fried Chicken"", ""Tteokbokki"", ""Kimchi Jjigae""]",Mon-Fri 16:00-01:00,premium,RM30-RM70,"cuisine:korean, price:premium, halal-friendly, takeaway, family-friendly, late-night",True
e5lj,hogan bakery (jaya shopping centre),bread,4.7,"[""House Noodle"", ""Dessert Special"", ""Fresh Juice"", ""Chef Signature Rice"", ""Spicy Stir Fry"", ""Seasonal Vegetables""]",Mon-Sat 09:00-18:00,premium,RM30-RM70,"cuisine:default, price:premium, halal-friendly, delivery, takeaway",True
m1fg,chappati dot com,indian,4.3,"[""Masala Dosa"", ""Paneer Tikka"", ""Chicken Tandoori"", ""Mutton Briyani"", ""Teh Masala"", ""Butter Chicken""]",Mon-Sat 07:00-15:00,budget,RM8-RM20,"cuisine:indian, price:budget, halal-friendly, delivery, dine-in",True
huye,tofu chacha,malaysian,4.1,"[""Teh Tarik"", ""Nasi Lemak Special"", ""Ikan Bakar"", ""Satay Set"", ""Roti Canai"", ""Mee Goreng Mamak""]",Mon-Fri 12:00-23:00,premium,RM30-RM70,"cuisine:malaysian, price:premium, quick-bites, spicy, delivery, late-night",True
z9yb,restoran dmanja,fried rice,4.6,"[""Chef Signature Rice"", ""Seasonal Vegetables"", ""Spicy Stir Fry"", ""House Noodle"", ""Dessert Special"", ""Fresh Juice""]",Mon-Sat 12:00-23:00,premium,RM30-RM70,"cuisine:default, price:premium, halal-friendly, quick-bites, delivery, late-night",True
f8lu,restoran ikan singgang,malaysian,4.4,"[""Ikan Bakar"", ""Nasi Goreng Kampung"", ""Roti Canai"", ""Sambal Sotong"", ""Teh Tarik"", ""Laksa Utara""]",Mon-Fri 10:00-20:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, halal-friendly, family-friendly, spicy",True
g9s7,eddy & pak mod tomyam seafood,fried rice,4.5,"[""Seasonal Vegetables"", ""Spicy Stir Fry"", ""Chicken Chop"", ""Dessert Special"", ""Chef Signature Rice"", ""Fresh Juice""]",Mon-Fri 07:00-15:00,mid,RM15-RM35,"cuisine:default, price:mid, delivery, halal-friendly, family-friendly",True
